address,normalized_address,location_name,jobId
"55 M St SE, Washington, DC 20003, USA",55 m st se washington dc 20003 usa,,392c338b-21b5-4fa2-86fa-ee4a73f4d14a
"44330 Premier Plaza STE 140, Ashburn, VA 20147, USA",44330 premier plaza ste 140 ashburn va 20147 usa,,0972ab90-73cd-4c85-a1fc-6ac50e1cc440
"9005 Chevrolet Dr #1, Ellicott City, MD 21042, USA",9005 chevrolet dr #1 ellicott city md 21042 usa,,7baaf4d0-bc01-47ea-8d9f-449a76bb7601
"5862 Hubbard Dr, Rockville, MD 20852, USA",5862 hubbard dr rockville md 20852 usa,,b60ac23e-8d57-9a8f-6cdf-25bdb24cc03a
2553 Solomons Island Rd.	Huntingtown	MD	20639,2553 solomons island rd huntingtown md 20639,,5ac6b413-5cd6-41a0-9ec1-67b657ddc067
"6801 Whittier Ave suite 202, McLean, VA 22101, USA",6801 whittier ave ste 202 mclean va 22101 usa,,4796da39-908e-850c-82f0-a460c2814f2e
"15908 Crain Hwy., Unit D",15908 crain hwy unit d,,9cf3f49b-3520-4772-a9fa-12436ce519e3
"7686 Richmond Hwy suite 201 a, Alexandria, VA, USA",7686 richmond hwy ste 201 a alexandria va usa,,f713c2c9-d7e4-482f-8fdb-e89013bf381e
"173 St Patricks Dr Suite 204, Waldorf, MD 20603, USA",173 st patricks dr ste 204 waldorf md 20603 usa,,5816cdb2-46bb-4fba-9fba-eb9cb411c4d6
"6831 Sir Viceroy Dr #200, Alexandria, VA 22315, USA",6831 sir viceroy dr #200 alexandria va 22315 usa,,04596162-456e-4738-9ef4-50a12713e7e8
"5247 Wisconsin Ave NW suite 3a, Washington, DC, USA",5247 wisconsin ave nw ste 3a washington dc usa,,b5772268-5074-4cdd-a087-76569bb5fcfe
"3311 Toledo Terrace suite c 203, Hyattsville, MD 20782, USA",3311 toledo terrace ste c 203 hyattsville md 20782 usa,,b7b71ed5-496c-4079-99c2-a6ea804f9b37
"11701 Livingston Rd., Suite 305, Fort Washington, MD 20744",11701 livingston rd ste 305 fort washington md 20744,,39b2ed4b-76bb-4455-a7cb-aec376406603
"14001 St Germain Dr., Suite B, Centreville, VA 20121",14001 st germain dr ste b centreville va 20121,,ede8187e-1c95-2cc6-347d-9f77dcfdfa46
"9682 Marlboro Pike, Upper Marlboro, MD 20772",9682 marlboro pike upper marlboro md 20772,,0655538b-0457-f590-1e57-14cd62760b8e
"1619 Connecticut Ave NW, Washington, DC 20009, USA",1619 connecticut ave nw washington dc 20009 usa,,e6bbbb67-64c0-47e5-8d4e-3f3938a929ae
"1700 17th St NW suite 302, Washington, DC 20009, USA",1700 17th st nw ste 302 washington dc 20009 usa,,2e36cff9-3726-40e9-a859-24d4345edb8c
"2321 Dulles Station Blvd, Herndon, VA 20171, USA",2321 dulles station blvd herndon va 20171 usa,,37e63138-762b-4d8f-9021-b1210a817433
"4201 Massachusetts Ave NW, Washington, DC 20016, USA",4201 massachusetts ave nw washington dc 20016 usa,,e9bb3d6d-ec58-4c00-9e2c-04291c2054c8
"6735 Hunting Path Rd., Haymarket, VA 20169",6735 hunting path rd haymarket va 20169,,6d5316b1-e020-4473-bbbe-a32e24b15886
"508 Olney Sandy Spring Rd, Sandy Spring, MD 20860, USA",508 olney sandy spring rd sandy spring md 20860 usa,,990d4d5b-6326-40a2-96e0-8612d83e9a48
"10039 Patriot Hwy, Fredericksburg, VA 22407, USA",10039 patriot hwy fredericksburg va 22407 usa,,cc5b002c-e2ef-438e-a298-8b6c3c632498
"7801 Old Branch Ave #206, Clinton, MD 20735",7801 old branch ave #206 clinton md 20735,,afaf9c42-be7e-4a0e-9d0d-3f836a975b9a
"8815 Centre Park Dr suite 310, Columbia, MD, USA",8815 centre park dr ste 310 columbia md usa,,c1c8f411-54c1-4925-8c38-0094852082e2
"44210 Airport View Dr, Hollywood, MD 20636, USA",44210 airport view dr hollywood md 20636 usa,,1e9dc2f0-46f4-4f1c-90bb-6f6956536ab4
"5216 Lyngate Ct suite a, Burke, VA 22015, USA",5216 lyngate ct ste a burke va 22015 usa,,4e0367fd-204e-15ad-5d7a-4bb7bf9cb654
"Kalorama Dental Arts, Connecticut Avenue Northwest, Washington, DC, USA",kalorama dental arts connecticut ave nw washington dc usa,,f242ca5d-e7c6-4135-b4de-33a6fa10817f
"9 Schilling Rd suite 105, Hunt Valley, MD, USA",9 schilling rd ste 105 hunt valley md usa,,c6e1ccf4-db00-4e61-a378-9679a2046653
"9011 Chevrolet Dr suite 9, Ellicott City, MD 21042, USA",9011 chevrolet dr ste 9 ellicott city md 21042 usa,,8c8e236f-eb51-4c21-4003-fbda279702ec
"9320 Annapolis Rd. Lanham, MD 20706",9320 annapolis rd lanham md 20706,,45e9f3fc-80b7-415d-acab-e98dbe9d5619
"7220 Heritage Village Plaza #101, Gainesville, VA, USA",7220 heritage village plaza #101 gainesville va usa,,fa64f5da-84da-80b4-3e37-f1c5f12f8fdf
"1104 Kenilworth Park Circle suite 102, Towson, MD 21204, USA",1104 kenilworth park circle ste 102 towson md 21204 usa,,beaa1115-1c8d-28dc-dc57-142798af722f
"5950 Frederick Crossing Ln Ste 201, Frederick, MD 21704, USA",5950 frederick crossing ln ste 201 frederick md 21704 usa,,4f124aa5-e44c-4c4b-bef8-1dcb2fb5e55c
"Seneca Plaza, 1025 Seneca Rd, Great Falls, VA 22066, USA",seneca plaza 1025 seneca rd great falls va 22066 usa,,7a7aa657-dac9-4269-b579-8f4b652eef28
"1400 Spring St #300, Silver Spring, MD 20910, USA",1400 spring st #300 silver spring md 20910 usa,,5899792a-b449-41b2-8209-e246d8434acf
"14334 Old Marlboro Pike, Upper Marlboro, MD20772",14334 old marlboro pike upper marlboro md20772,,16d67303-0521-efa7-6982-6896d01804bf
"25055 Riding Plaza., Suite 290, Chantilly, VA 20152",25055 riding plaza ste 290 chantilly va 20152,,d46dc8b9-4b7f-cf4f-5972-db6f7d0b7e9c
"4367 Hollins Ferry Rd suite 4c, Halethorpe, MD 21227, USA",4367 hollins ferry rd ste 4c halethorpe md 21227 usa,,08573e36-be2f-296d-954d-e815de8a5c7b
"1896 Urbana Pike, Clarksburg, MD, USA",1896 urbana pike clarksburg md usa,,fe19620c-ac5f-4cc5-a588-316ca7d97e82
"4033 Silver Hill Rd, Hillcrest Heights, MD 20746, USA",4033 silver hill rd hillcrest heights md 20746 usa,,edf4433a-f59d-45fc-84e0-396077424811
"15511 Annapolis Rd #540, Bowie, MD 20715, USA",15511 annapolis rd #540 bowie md 20715 usa,,f824b592-aa2b-434e-836e-863c1af6f623
"6400 Seven Corners Pl, Falls Church, VA 22044, USA",6400 seven corners pl falls church va 22044 usa,,1f767915-cfa6-4e1e-96ca-7d1b78669f5f
"10905 Fort Washington Rd suite 203, Fort Washington, MD, USA",10905 fort washington rd ste 203 fort washington md usa,,90d100a9-0388-4e84-a6b5-0068df967ee6
"11404 Old Georgetown Rd., Suite 201, Rockville, MD 20852",11404 old georgetown rd ste 201 rockville md 20852,,f7bb00b5-df5f-7977-99f3-01bfe772d207
"552 Fort Evans Rd NE suite 100, Leesburg, VA, USA",552 fort evans rd ne ste 100 leesburg va usa,,cf6a7e43-4951-43dd-a78f-9970cac09a99
"516 N Rolling Rd suite 202, Catonsville, MD, USA",516 n rolling rd ste 202 catonsville md usa,,1c9e543d-fae8-484a-ae79-316f6802ee65
"19847 Century Blvd., Lobby B, Suite 215, Germantown, MD 20874",19847 century blvd lobby b ste 215 germantown md 20874,,75752eb1-6a3f-54fc-36dc-d4ad6cc00ca9
"46161 Westlake Dr, Sterling, VA 20165, USA",46161 westlake dr sterling va 20165 usa,,fb3ec11f-70e2-47be-9cb1-cae3335abd06
"3430 N High St, Olney, MD 20832, USA",3430 n high st olney md 20832 usa,,6052aa4d-fda6-4419-a0cf-463fde72da87
"201 Elden St, Herndon, VA 20170, USA",201 elden st herndon va 20170 usa,,4bf3d58e-7594-4597-ad36-3af10808f1f9
"7837 Rolling Rd, Springfield, VA 22153, USA",7837 rolling rd springfield va 22153 usa,,31e03063-4a6a-4704-bf8b-6b532d911c5b
"2440 Virginia Ave NW, Washington, DC 20037, USA",2440 virginia ave nw washington dc 20037 usa,,204670c7-265c-4f76-a072-08dc6976f70b
"13415 Kingsview Village Ave, Germantown, MD 20874, USA",13415 kingsview village ave germantown md 20874 usa,,93affb0d-6dc8-873c-2917-3fa5b73424de
"10006 Falls Rd, Potomac, MD 20854, USA",10006 falls rd potomac md 20854 usa,,c2f4158a-8dce-4edb-b123-69143e012388
"3940 Plank Rd., Suite N, Fredericksburg, VA 22407",3940 plank rd ste n fredericksburg va 22407,,f6a63d93-9915-391f-7759-7f7be3536f6d
"46175 Westlake Dr., Suite 220, Sterling, VA",46175 westlake dr ste 220 sterling va,,6b563477-4983-4433-a221-a88110986d35
10905 Fort Washington Rd. #207,10905 fort washington rd #207,,2c5f9e94-3ad8-4db7-a485-22d3ee86adbc
"3060 Mitchellville Rd suite 107, Bowie, MD, USA",3060 mitchellville rd ste 107 bowie md usa,,b7601f96-7065-4315-8aac-b2a9dbf21ea6
"1300 Spring St., Suite 215, Silver Spring, MD 20910",1300 spring st ste 215 silver spring md 20910,,4cbfa300-2c05-56f5-737c-14870a3d4575
"9001 Stuart Ln, Clinton, MD, USA",9001 stuart ln clinton md usa,,a8416080-5498-4a22-8b95-1b9c4d63264a
"6120 Executive Blvd #210, Rockville, MD, USA",6120 executive blvd #210 rockville md usa,,27396da4-22d9-e0f3-9117-91f623735d41
"216 W Montgomery Ave, Rockville, MD, USA",216 w montgomery ave rockville md usa,,d67cf60f-6ba6-4464-bc1a-509c40f6a209
"714 Cloverly St., Silver Spring, MD 20905",714 cloverly st silver spring md 20905,,d6cbf917-1d12-f270-79a0-939e8d40b18e
"7500 Iron Bar Lane Suite 201, Gainesville, VA, USA",7500 iron bar lane ste 201 gainesville va usa,,a487418e-84e2-4dad-a69a-9904df9d6e4a
"4210 Fairfax Corner Ave W suite 225, Fairfax, VA, USA",4210 fairfax corner ave w ste 225 fairfax va usa,,ee7f4dea-2270-eb72-5e3b-b882ac96ee70
"10509 Braddock Rd suite b, Fairfax, VA, USA",10509 braddock rd ste b fairfax va usa,,71849870-746e-4562-baba-00c197dfd371
"6120 Brandon Ave, Springfield, VA 22150, USA",6120 brandon ave springfield va 22150 usa,,6ff8a2a9-9fc0-4a9b-89c0-a16f8b2b2051
"707 Eastern Blvd, Essex, MD, USA",707 eastern blvd essex md usa,,ebe43d33-2ac9-47a4-8af6-c0ba036a5780
"9005 Chevrolet Dr 1 e, Ellicott City, MD 21042, USA",9005 chevrolet dr 1 e ellicott city md 21042 usa,,303a951c-154d-4143-b945-c9230a1c77d5
"13135 Lee Jackson Memorial Hwy Service Rd suite 110, Fairfax, VA, USA",13135 lee jackson memorial hwy service rd ste 110 fairfax va usa,,76750c31-c2fb-1937-7952-e038580eb02f
"3450 Old Washington Rd., Suite 301, Waldorf, MD 20602",3450 old washington rd ste 301 waldorf md 20602,,e9e62aa6-5134-eedb-760a-dd65871acb6b
"8206 Leesburg Pike suite 308, Tysons, VA, USA",8206 leesburg pike ste 308 tysons va usa,,85a7e6a1-c6e5-2164-dce1-071356c67335
"8630 Fenton St suite 718, Silver Spring, MD, USA",8630 fenton st ste 718 silver spring md usa,,eea47137-bb45-47ef-96df-54e06ab49244
"10401 Old Georgetown Rd, Bethesda, MD 20814, USA",10401 old georgetown rd bethesda md 20814 usa,,20b5747d-b5e5-465b-a9ec-622a2518569f
"7250 Woodmont Ave, Bethesda, MD 20814, USA",7250 woodmont ave bethesda md 20814 usa,,cfde57e7-3f26-4efa-8450-c3962678faaf
"13954 Baltimore Ave., Laurel, MD 20707",13954 baltimore ave laurel md 20707,,af8206af-977c-471d-a178-731453829ccb
"1104 Kenilworth Park Drive suite 102, Towson, MD 21204, USA",1104 kenilworth park dr ste 102 towson md 21204 usa,,95b1cccc-a142-146c-05e6-e31065edcfcb
"11800 Sunrise Valley Dr #1137, Reston, VA, USA",11800 sunrise valley dr #1137 reston va usa,,b8d836b5-a6df-5b5f-f752-bc8926cf8398
"101 S Whiting St Suite 313, Alexandria, VA 22304, USA",101 s whiting st ste 313 alexandria va 22304 usa,,040c406a-60f0-41f8-b16c-c072f0f42f72
"4605 Pinecrest Office Park Dr suite b, Alexandria, VA, USA",4605 pinecrest office park dr ste b alexandria va usa,,a57ef314-b45c-8c7f-f076-85dda38a3f0a
"6120 Brandon Ave #303, Springfield, VA 22150, USA",6120 brandon ave #303 springfield va 22150 usa,,28edb9b9-8e01-4307-b257-1e37428d6eaa
"8895 Centre Park Dr suite d, Columbia, MD, USA",8895 centre park dr ste d columbia md usa,,8b3202e0-cbf2-45a3-86c8-6a9092ae8859
"5928 Hubbard Drive, Rockville, MD, USA",5928 hubbard dr rockville md usa,,7b20c1ff-6e77-e16d-fd37-6f153e240c92
"1300 Spring St., Suite 215, Silver Spring, MD	20910",1300 spring st ste 215 silver spring md 20910,,ef9a3447-3424-482d-f5a2-216b3862d1a5
"Kennett Dental, McFarlan Road, Kennett Square, PA, USA",kennett dental mcfarlan rd kennett square pa usa,,c7fa3d1c-5560-404c-acbf-103857232767
"1075 Berkshire Blvd suite 850, Wyomissing, PA 19610, USA",1075 berkshire blvd ste 850 wyomissing pa 19610 usa,,9261d8ae-31dd-72fc-40e2-d6273dd15395
"500 Independence Blvd., Sicklerville, NJ 08081",500 independence blvd sicklerville nj 08081,,5ed5a952-b201-4bc0-95f6-4bbc6cd265ea
"700 Rt 130N Suite 204 Cinnaminson, NJ 08077",700 rt 130n ste 204 cinnaminson nj 08077,,80137a0d-3bf7-4673-b271-e4f3b7368d47
"505 Station Ave, Haddon Heights, NJ 08035, USA",505 station ave haddon heights nj 08035 usa,,eb62eb11-d5cc-4942-b18f-3961b6e0fed1
"410 N Broad St., Lansdale, PA 19446",410 n broad st lansdale pa 19446,,3e4496d3-aab2-45c8-ad60-75e46ae97bc8
"499 Beckett Rd suite 102, Logan Township, NJ 08085, USA",499 beckett rd ste 102 logan township nj 08085 usa,,7cfa594c-50fa-491e-9023-ab9726c41587
"16 Industrial Blvd., Suite 216, Paoli, PA 19301",16 industrial blvd ste 216 paoli pa 19301,,b9df2be2-45cc-8ef9-966c-1ae90edbd94f
"Parkesburg Family Dental, LLC, West Lincoln Highway, Parkesburg, PA, USA",parkesburg family dental llc west lincoln highway parkesburg pa usa,,082cf487-4936-48e2-be4c-d0533970f2f3
"483 S Oxford Valley Rd, Fairless Hills, PA, USA",483 s oxford valley rd fairless hills pa usa,,f6976d1b-ad1c-423a-83a7-e99de61a9998
"1486 Blackwood Clementon Road, Clementon, NJ, USA",1486 blackwood clementon rd clementon nj usa,,8c22a5dc-273d-40c1-9976-ba6878fe8f5f
"Independence Dental Group - Steven Gelbart DDS, South 7th Street, Philadelphia, PA, USA",independence dental group - steven gelbart dds south 7th st philadelphia pa usa,,52bf6dc8-aa13-476a-8476-d634db87ec44
"31 Covered Bridge Rd, Cherry Hill, NJ 08034, USA",31 covered bridge rd cherry hill nj 08034 usa,,8f74b035-4d1f-461e-8cd6-992c97c8933a
"520 Stokes Rd, Medford, NJ 08055, USA",520 stokes rd medford nj 08055 usa,,34625f54-14d3-476e-8076-b7b7da66bd6d
"200 E Jimmie Leeds Rd, Absecon, NJ 08205, USA",200 e jimmie leeds rd absecon nj 08205 usa,,a44860aa-d5f7-41cc-8118-809262213b57
"3104 Bridgeboro Rd., Suite A, Delran, NJ	08075",3104 bridgeboro rd ste a delran nj 08075,,1de000ad-f886-3608-13ad-686300542457
"23 S Washington Ave., Suite 1A, Margate, NJ 08402",23 s washington ave ste 1a margate nj 08402,,654d941e-2899-1203-6f0b-11d933b61f2d
"231 Clarksville Rd, West Windsor Township, NJ, USA",231 clarksville rd west windsor township nj usa,,6314db58-fe18-4dbc-a050-6539e4ab3197
"239 Taunton Blvd., Suite C, Medford, NJ 08055",239 taunton blvd ste c medford nj 08055,,0aa387d6-b5ef-bd35-e235-f33c4864fa8e
"254 East Gibbsboro Road, Lindenwold, NJ, USA",254 east gibbsboro rd lindenwold nj usa,,cf146395-a502-44f1-a0f1-a5fbd47528d2
"2627 Nottingham Way, Mercerville, NJ 08619",2627 nottingham way mercerville nj 08619,,512ae175-3c66-4618-80f3-912f584b048d
"865 Easton Rd suite 110, Warrington, PA, USA",865 easton rd ste 110 warrington pa usa,,ab8d7fe9-ff9e-485d-9fb9-9228cd78abde
"2312 Whitehorse Mercerville Rd Suite 202, Mercerville, NJ 08619, USA",2312 whitehorse mercerville rd ste 202 mercerville nj 08619 usa,,fdd25ae2-fea0-448d-9aa9-cf5c54e113da
"110 Trenton Ave suite 1, Barrington, NJ 08007, USA",110 trenton ave ste 1 barrington nj 08007 usa,,d0130563-93d4-a841-96b6-aa7afdad0744
"91 Chestnut Rd, Paoli, PA 19301, USA",91 chestnut rd paoli pa 19301 usa,,ed57eec4-f20a-4466-951f-7935b56138fd
"292 Hurffville Grenloch Rd., Suite 100, Sewell, NJ 08080",292 hurffville grenloch rd ste 100 sewell nj 08080,,ac761530-5a92-2f2e-5a13-d14f156da0a0
"4608 Westfield Ave, Pennsauken Township, NJ, USA",4608 westfield ave pennsauken township nj usa,,682086a6-994b-4a3d-a081-c691682aa7b2
"4077 West Skippack Pike, Skippack, PA, USA",4077 west skippack pike skippack pa usa,,39e2c398-dfa8-413b-85b2-3e2ccee558bd
"Bentz Dental Group, Dekalb Pike, East Norriton, PA, USA",bentz dental group dekalb pike east norriton pa usa,,2a2def74-e787-4d3c-9e0f-ba3943132d87
"Lakeside Dental, 601 Liberty Place, Sicklerville, NJ, USA",lakeside dental 601 liberty place sicklerville nj usa,,72bd8e65-22ea-4722-a75f-eebc895b60d9
"435 W Landis Ave, Vineland, NJ 08360, USA",435 w landis ave vineland nj 08360 usa,,ff0a2c1e-69b7-4416-aa93-8b8ed135da8d
"107 W Jersey Ave Pitman, NJ 08071",107 w jersey ave pitman nj 08071,,ea017af6-6b93-4ba8-abf4-3ab21bc81c0e
"508 Front St., Elmer, NJ 08318",508 front st elmer nj 08318,,85377dae-77c4-4bf1-8832-0003a9759858
"900 S Rte 9, Cape May Court House, NJ 08210, USA",900 s rte 9 cape may court house nj 08210 usa,,3a1f5531-acce-46ed-83c8-f587ad6e9b2a
"Lionville Professional Center, 67 Dowlin Forge Rd, Exton, PA 19341, USA",lionville professional center 67 dowlin forge rd exton pa 19341 usa,,5c5891f3-1c34-41f5-b01a-e25b68c871ad
"By the Sea Dentistry, 235 Shore, Rd. Ste. A, Somers Point, NJ 08244",by the sea dentistry 235 shore rd ste a somers point nj 08244,,16b0e140-6916-2853-5570-22c486bd7f34
2050 West Chester Pike,2050 west chester pike,,a7236a9f-b8b6-8c96-4ba8-3f13f3ba4c42
"Jerry Popeck Family & Cosmetic Dentistry, North Broadway, Pennsville Township, NJ, USA",jerry popeck family & cosmetic dentistry north broadway pennsville township nj usa,,9156dbf3-a0a4-485d-aba9-395a80bb93b4
"539 Egg Harbor Rd., Suite 4, Sewell, NJ 08080",539 egg harbor rd ste 4 sewell nj 08080,,57beddc9-1449-46ce-a83f-7dcda0d63b3c
"1200 South Church St. Suite 107 Mt Laurel, NJ 08054",1200 south church st ste 107 mt laurel nj 08054,,4f645368-7dc4-4932-ab81-ed1acfdfc58a
"4450 Black Horse Pike, Mays Landing, NJ, USA",4450 black horse pike mays landing nj usa,,4ae053eb-6247-4394-93a0-44f8c896b60c
"4 Burton Ln Suite 200, Mullica Hill, NJ 08062, USA",4 burton ln ste 200 mullica hill nj 08062 usa,,15f86487-c243-4703-99f6-e2023ddbd595
"950 Kings Hwy. N, Suite 306, Cherry Hill, NJ 08034",950 kings hwy n ste 306 cherry hill nj 08034,,ec2d3eae-9cd0-47c9-ac46-56a3b4114369
