store_guid,store_name,store_id,store_id_text,name_for_lists,business_name,address,city,state,zip,location_phone,email_contact,program_contact,kam_who_signed_up_care_center,kam_now,kam_old,territory,region,status,offering,core_commission,pba_commission,edge_commission,pba_credentialing_status,pba_main_practice,location_doctor,evenly_entity,accepts_new_pat,area_manager
02E9ED5A-9EF7-4F1C-94D4-2A649B1891AD,Dr. Dennis Milliron & Associates,cc_011,011,Foggy Bottom (Dr. Milliron),Dr. Dennis Milliron DDS & Associates,2440 Virginia Ave NW d104,Washington,DC,20037,202-223-3399,dmilliron@starpower.net I milliron@dentistdc.com,Joe Ontiveros,Exec,Open DC,Maura,DC,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Dennis Milliron DDS,DC,No,Lesley
2E97C2E1-459C-47C9-A21C-C9B0942F01B8,Dr. Faith Cousins DDS,cc_012,012,Silver Spring (Dr. Cousins),"Faith Cousins, DDS",8610 Georgia Avenue,Silver Spring,MD,20910,301.589.2714,faithcousinsdds@gmail.com,Nicole,Exec,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Faith Cousins DDS,DC,No,Lesley
B596B437-15A1-429C-8161-25D6F0AB59C9,Signature Smiles in Richmond- Forest Hill,cc_013,013,Richmond Forest Hill (Dr. Hyder),Signature Smiles in Richmond Virginia,9015 Forest Hill Ave,Richmond,VA,23235,804-320-6997,drhyder@signaturesmilesva.com,Cyndi,Exec,remove,remove,remove,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Khudsia Hyder DDS,DC,No,inactive or unassigned
18D4391C-0068-430C-9899-F9AFC1BB3008,Signature Smiles in Richmond- Paterson,cc_014,014,Richmond Parham Rd (Dr. Hyder),Signature Smiles in Richmond Virginia,"2821 N. Parham Rd., Suite #202",Richmond,VA,23294,804-740-9118,drhyder@signaturesmilesva.com,Tracy,Exec,remove,remove,remove,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Khudsia Hyder DDS,DC,No,inactive or unassigned
0A286C27-A92C-495C-AD82-AFAC6B8E0E57,Adams Smile Center- Sterling,cc_015,015,Sterling (Dr. Chaudhry),Adams Smile Center,46161 Westlake Dr STE 220,Sterling,VA,20165,703-430-1212,smilecenter@sultandds.com,Cristy,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Sultan Chaudhry,DC,No,Lesley
D4F46418-EAF2-4208-87C2-371F679ACE24,Broadway Dental,cc_016,016,Falls Church (Dr. Chaudhry),Broadway Dental,815 West Broad St.,Falls Church,VA,22046,703-533-8668,info@broadwaydentalnova.com,Zainab/ Masha,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Sultan Chaudhry,DC,No,Lesley
1A8CA96E-4CA4-45ED-AC4E-DEA99E45EA05,Adelphi Dental Associates,cc_018,018,Hyattsville/Adelphi (Dr. Bayley),Adelphi Dental Associates,3311 Toledo Terrace # B104,Hyattsville,MD,20782,301-853-2111,adelphidental3311@gmail.com,Jean Ram Donovan,Nick,remove,remove,remove,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Neil Bayley DDS,DC,No,inactive or unassigned
055F08DB-03FB-4F01-BE22-47CA8C268AA7,Pennington Dental Associates,cc_019,019,Pennington (Dr. Goodman),Pennington Dental Associates,31 N Main St.,Pennington,NJ,08534,609-737-0288,doctor@penningtondentalcenter.com,Kate Kocik,Exec,Open NJC,Michael,NC Jersey,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Paul Goodman DMD,MID-ATL,No,Lesley
879391F2-FCBC-4016-92D6-F5CFDEC58C1F,Smile Concept,cc_021,021,Annandale (Dr. Chang),Smile Concept,7857 Heritage Dr. Suite 320,Annandale,VA,22003,703-721-4261,info@smileconceptdent.com,Nancy - Front Desk,Nick,remove,remove,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Monica Chang,?,No,Lesley
9B8867F4-32F5-451E-9ABD-84ECEFF0DD19,Georgetown Dental Aesthetic,cc_022,022,Georgetown (Dr. Alathari),Georgetown Dental Aesthetic,"2440 M St NW, Suite 608",Washington,DC,20037,202-822-3785,gtdentalaesthetic@gmail.com,Jannae,Nick,#N/A,#N/A,#N/A,#N/A,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Alathari,DC,No,inactive or unassigned
1B8BDBDA-41FA-4BE8-AF1A-F9D335C11EA5,Ronald Ray DDS PC & Associates,cc_023,023,Ashburn (Dr. Ray),Ronald Ray DDS PC & Associates,43930 Farmwell Hunt Plaza #136,Ashburn,VA,20147,703-858-0045,Ashburn@ronaldraydds.com,Marlene,Exec,remove,remove,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Ronald Ray DDS,DC,No,Lesley
51FB8FB6-CAC4-4A2D-AC21-2D215A31072F,Bishop & Bishop Dental,cc_024,024,Woodside Silver Spring (Dr. Bishop),Bishop & Bishop Dental,8757 Georgia Ave #810,Silver Spring,MD,20910,301-608-9270,info@bishopdental.com,Eden,Lesley,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. David Bishop and Dr. Dorienne Bishop,DC,Yes,Lesley
7E655D9B-A58C-4892-8702-0F1093BFF4D3,Potomac Dental Care - Dr. Alathari,cc_026,026,Woodbridge (Dr. Alathari),Potomac Dental Care,1912 Opitz Blvd,Woodbridge,VA,22191,NA,potomacdental@gmail.com,NA,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Alathari,DC,No,Lesley
C4EC3284-E4DD-4582-A22C-6D7BD5F3BD48,Smithville Smiles Family Dentistry & Orthodontics,cc_027,027,Smithville Smiles (Dr. Puchalsky),Smithville Smiles Family Dentistry & Orthodontics,48 S New York Rd C1,Galloway,NJ,08205,S; Kristin's cell: 609-413-3644 (prefer method to contact),krisdeakin1@gmail.com ; dr.puchalsky@outlook.com,"Kristen (dental Hygienist), Heidi (dental assistant)",Exec,Lauren,Lauren,NJ,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Craig Puchalsky,MID-ATL,No,Lesley
FE54C8F2-4D89-490C-A6EB-03B50F509DD1,Robert Argentieri DDS,cc_028,028,Springfield (Dr. Argentieri),"Robert D. Argentieri, DDS",6201 Old Keene Mill Ct,Springfield,VA,22152,703-569-6644,manager@springfieldvadental.com I info@springfieldvadental.com,Karen,Nick,remove,remove,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Robert Argentieri,DC,No,Lesley
639D15AF-C5AF-41D8-9CDE-47C484D5E585,Quality Dental of Bowie,cc_029,029,Quality Dental of Bowie (Dr. Martin),Quality Dental of Bowie,15511 Annapolis Rd #540,Bowie,MD,20715,301-200-8484,info@qualitydentalofbowie.com,Evely or Asia,Nick,Open DC,Maura,DC,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Phillip Martin,DC,Yes,Lesley
NA,Quality Dental of Bowie - Virtual,cc_029,029,Quality Dental of Bowie (Dr. Martin) - Virtual,Quality Dental of Bowie,15511 Annapolis Rd #540,Bowie,MD,20715,301-200-8484,info@qualitydentalofbowie.com,Evely or Asia,Nick,Open DC,Maura,DC,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Phillip Martin,DC,Yes,Lesley
FBBE7EE9-6779-44A2-B8C6-ED1E6222E48D,Dentistry at 1818 Market St.,cc_031,031,Philadelphia (Dr. Siegel),Dentistry at 1818 Market Street,1818 Market Street,Philadelphia,PA,19103,215-567-2666,info@centercitydentist.com,Serena,Exec,Michelle,Michelle,Philly North,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,NA,MID-ATL,No,Lesley
71E4458B-C2ED-4321-A86D-6BE5E2717C1C,All Smiles Dental of Falls Church,cc_032,032,Seven Corners (Dr. Pham),All Smiles Dental of Falls Church,"6400 Seven Corners Pl, Suite K",Falls Church,VA,22044,703-237-7820,info@allsmilesnova.com,Office Manager. - Sybil,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Long Pham DDS,DC,Yes,Lesley
DECF9E69-8742-435C-97F1-1C078BC45BE8,Dental Center of Tysons Corner,cc_034,034,Tysons (Dr. Chaudhry),Dental Center of Tysons Corner,8270 Greensboro Dr# 101,McLean,VA,22102,703.259.8843,tysonssedation@gmail.com,Zeina Iskander/ Shahida,Nick,remove,remove,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr Maqsood Chaudhry,DC,No,Lesley
FC0743B8-C08C-4780-9F9B-CD0EDEFE5614,Sandy Spring Dental Care,cc_035,035,Sandy Spring (Dr. Fongsam),Sandy Spring Dental Care,508 Olney Sandy Spring Rd,Sandy Spring,MD,20860-1038,301-774-3847,sandyspringdentalcare@gmail.com,Dr. Fongsam,Lesley,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Carole Burgess Fongsam DDS,DC,No,Lesley
641EFAB6-2168-405E-93DE-BF9BEE1BD724,Zaller Family & Cosmetic Dentistry,cc_036,036,Reisterstown (Dr. Zaller),Zaller Family & Cosmetic Dentistry,113 Westminster Pike,Reisterstown,MD,21136,410-833-4880,drzaller@yahoo.com I zallerdds@gmail.com,"Tracy, Tracy's Daughter at front desk",Nick,Isaiah,Isaiah,Baltimore,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Stuart Zaller DDS,DC,No,Lesley
63C3DD94-2177-42FE-B333-1CE322236A44,Wilson Chang DDS,cc_037,037,Cabin John (Dr. Chang),"Wilson Chang, DDS",8206 Tuckerman Ln,Potomac,MD,20854,301-365-3111,dr_chang@hotmail.com,Dr. Wilson Chang,Exec,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Wilson Chang DDS,DC,No,Lesley
0C7FB7B6-A4BB-4983-9154-AD428CBB46F4,Paramount Dental Care,cc_039,039,Takoma Park (Dr. Chinatu-Osuala),Paramount Dental Care,"7610 Carroll Avenue, Suite 480",Takoma Park,MD,20912,301) 326-1302,paramount@paramountdentalcaremd.com,Tanya,Lesley,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Chinatu Ego-Osuala DDS,DC,Yes,Lesley
CC702C95-E79C-47EB-AB8B-C4E0CDBE4564,Bethesda Family Smiles,cc_040,040,Bethesda Family Smiles,Bethesda Family Smiles,10401 Old Georgetown Rd. #310,Bethesda,MD,20814,301-530-0700,info@bethesdafamilysmiles.com,Gina,Lesley,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Srotalina Khanna DDS,DC,Yes,Lesley
219F9E8E-E952-47DF-85B6-A086F7933BAC,Dentistry of Alexandria,cc_041,041,Taylor Run (Dr. Truvan),Dentistry of Alexandria,"3223 Duke St, Suite C",Alexandria,VA,22314,571-257-6994,info@dentistryofalexandria.com | Ttruvan@gmail.com |  Gpark34@gmail.com,``,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Tony Truvan DDS,DC,No,Lesley
7FB71D42-2F85-4415-889D-C7B717260EB7,Mosaic Dental,cc_042,042,Dulles (Dr. Beri),Mosaic Dental,"46169 Westlake Dr, Suite 330",Sterling,VA,20165,703-444-5111,info@mosaicdentalva.com | drberi@mosaicdentalva.com I   staff@mosaicdentalva.com,Claudia,Nick,remove,remove,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,"Anuradha Beri, BDS",DC,No,Lesley
F38EF6D2-57AA-4021-877E-C900BE0B8A3A,Family First Dental,cc_044,044,Family First Dental,Family First Dental & Implant Center,`,Leesburg,VA,20176,703-777-1515,familyfirstdentalcenter@gmail.com,Debbie,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Ronald Buro,DC,No,Lesley
9344B20E-C740-4D40-ABB6-9DBB50A37E88,Cai Dentistry,cc_048,048,Cai Dentistry (Dr. Cai),Cai Dentistry,6845 Elm Street #615,McLean,VA,22101,703-734-1233,Info@caidentistry.com,Nanu,Lesley,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Phil Cai,DC,No,Lesley
89601210-E5DB-44B6-BF76-319BD33298A0,Sina Malekuti DDS,cc_050,050,"Sina Malekuti, DDS, PC",Sina Malekuti DDS,6120 Brandon Ave STE 303,Springfield,VA,22150,703-451-3211,info@springfieldvirginiadentist.com,NA,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,"Dr. Sina Malekuti, DDS",DC,No,Lesley
D2B6EE7F-AE2E-4DB5-BCA2-94493A485297,Vanguard Dental Solutions,cc_051,051,Vanguard Dental Solutions (Dr. Rahman),Vanguard Dental Solutions,4613 Duke St suite D,Alexandria,VA,22304,571-302-5241,vgdentaloffice@gmail.com,NA,Lesley,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Murshed Rahman,DC,No,Lesley
69520133-FC82-4AF2-B95D-7B19F88B7E24,Olney Dental Center,cc_045,045,Olney Dental Center (Dr. Levine),Olney Dental Center,3430 N High St,Olney,MD,20832,301-774-3800 ; 240-441-7058 (Tanja's cell),"office@olneydentalcenter.com , rosa.olneydentalcenter@gmail.com I",TJ,Lesley,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Eric Levine DDS,DC,Yes,Lesley
9EBACE79-673F-4081-9502-1806309F5DDF,"Drs. King, Davidson & Watson",cc_046,046,"Drs. King, Davidson & Watson","Drs. King, Davidson & Watson",1400 Spring St. STE 300,Silver Spring,MD,20910,301-585-3777 (pam cell - 301-385-5308),gdcwdental@outlook.com   -Pamella's email,Pamella,Lesley,Isaiah,Isaiah,MonTCO,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,"Dr. James King III, Dr. Gerard Davidson & Dr. Collin Watson",DC,Yes,Lesley
56201B9F-A066-40AC-9EBA-AC3245A30BAD,NOVA Dental Practice,cc_052,052,NOVA Dental Practice (Dr. Pham),NOVA Dental Practice,462 Herndon Parkway,Herndon,VA,20170,703-707-8500,novadentalpractice1@gmail.com,NA,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Long Pham DDS,DC,No,Lesley
12A707E9-C8C7-438F-9E9B-506A011D5BE0,Smile Arts Dentistry of Potomac,cc_054,054,Smile Arts Dentistry of Potomac (Dr. Shakoori),Smile Arts Dentistry of Potomac,7811 Montrose Rd. #320,Potomac,MD,20854,301-251-7007; Kathy's Cell 240-205-4004,smileartsdentistry@gmail.com,Kathy or Celeste,Nick,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,"Dr. Behnaz Shakoori, DMD",DC,Yes,Lesley
0F4C23C0-1439-4DD7-8704-4FF038C47B89,VIP Dental,cc_055,055,VIP Dental (Dr. Vu),VIP Dental,20915 Ashburn Rd. #245,Ashburn,VA,20147,703-726-9313,VIPdentalashburn@gmail.com,Claudia,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Duy-Anh Vu,DC,Yes,Lesley
8076101F-06E0-48C0-B988-82236D0D3C1B,Hedy Atashbar DDS,cc_056,056,Hedy Atashbar DDS,Hedy Atashbar DDS Cosmetic & Family Dentistry,11213 Lockwood Dr.,Silver Spring,MD,20901,301-593-0060,docatashbar@gmail.com,Tia,Nick,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,"Dr. Hedy Atashbar, DDS",DC,No,Lesley
BD8FA5D0-01D6-46D3-BD78-0E0E0A474FE3,Fox Family Dentistry - Springfield,cc_057,057,Fox Family Dentistry - Springfield (Dr. Fox),Fox Family Dentistry - Springfield,7837 Rolling Rd.,Springfield,VA,22153,(571) 429-4420,"info@foxfamilydds.com,  ** springfield@foxfamilydds.com",NA,Nick,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,"Dr. Erik Fox, DDS",DC,No,Lesley
A34DD37E-B7E0-45D4-893C-EEB59E627C08,Fresh Dental of Voorhees,cc_061,061,Fresh Dental of Voorhees,Fresh Dental of Voorhees,"910 Haddonfield-Berlin Rd., Suite 8",Voorhees Township,NJ,08043,856-998-1900,smile@freshdentalofvoorhees.com,NA,Nick,remove,remove,NJ,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,"Dr. Hung Loung, DDS",MID-ATL,No,Lesley
8C5FA41F-E448-48E9-96B0-9897548F618D,Galloway Dental Group,cc_062,062,Galloway Dental Group (Dr. Dhillon),Galloway Dental Group,200 East Jimmie Leeds Road,Galloway,NJ,08205,609-652-0888,dentistgalloway1@gmail.com,NA,Nick,Lauren,Lauren,NJ,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Upinder Dhillon,MID-ATL,Yes,Lesley
F7F024AA-96AA-4DAE-A36A-A32AA41E8224,Pitman Dental,cc_066,066,Pitman Dental (Dr. Loung),Pitman Dental,107 W Jersey Ave,Pitman,NJ,08071,856-556-1900,smile@pitmandental.com,NA,Nick,Lauren,Lauren,NJ,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,"Dr. Hung Loung, DDS",MID-ATL,Yes,Lesley
C23B98E3-3582-4306-BBBF-75A3E35275D4,Drs. Nicholas & Kimberly Rausch,cc_067,067,Dr. Nicholas Rausch,Drs. Nicholas & Kimberly Rausch,505 Station Ave.,Haddon Heights,NJ,08035,856-429-1966,zacmad@aol.com,NA,Lauren,Lauren,Lauren,NJ,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Nicholas Rausch and Dr. Kimberly Rausch,MID-ATL,Yes,Lesley
4D8E1A0C-05EB-4AD0-A782-3963F0AFA669,Smile Arts Dentistry of Greenbelt,cc_068,068,Smile Arts Dentistry of Greenbelt (Dr. Shakoori),Smile Arts Dentistry of Greenbelt,7600 Hanover Parkway #200,Greenbelt,MD,20770,301-474-1110; Kathy's Cell 240-205-4004,smileartsinfo@gmail.comsmileartsdentistry@gmail.com,Kathy (OM) or Celeste,Nick,Open DC,Maura,DC,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,"Dr. Behnaz Shakoori, DMD",DC,No,Lesley
97B973C2-5986-4662-9C13-929C6345CF43,Dr. Annette Scott,cc_070,070,Dr. Annette Scott,Dr. Annette Scott,6182 Old Franconia Road,Alexandria,VA,22310,703-971-4333,scottdentalcare@gmail.com,Jacquay @ FD,Lesley,Angela,Angela,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Annette Scott,DC,No,Lesley
970981E8-2E51-4E35-9875-376BC7203434,Dr. Lawrence Siu,cc_071,071,Dr. Lawrence Siu,Dr. Lawrence Siu,7610 Carroll Ave #330,Takoma Park,MD,20912,301-270-0066,lawrencehsiudds@gmail.com,NA,Nick,remove,remove,MONTCO,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Lawrence Siu,DC,No,Lesley
7C499C75-0363-40E6-B788-B4BF7C16265D,Lanham Family Dental,cc_076,076,Lanham Family Dental (Dr. George),Lanham Family Dental,9320 Annapolis Road Suite 101,Lanham,MD,20706,(301) 577-6002,Dr. George:  aguiyin@gmail.com | Practice: info@lanhamfamilydental.com,NA,Lesley,Open DC,Maura,DC,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Delphine George,DC,Yes,Lesley
EB0E49F9-5F92-43F8-92E2-C97A3F94D4FC,Dr. Joseph Pino,cc_077,077,Pino Family Dentistry,Pino Family Dentistry,1200 South Church St. Suite 107,Mt Laurel,NJ,08054,(856) 234-9003,jpino@pinofamilydentistry.com,Kim/Nancy,Nick,Lauren,Lauren,NJ,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Joe Pino,MID-ATL,Yes,Lesley
B0C5B155-2D62-4E31-82AC-7EE618094A6F,Exquisite Dental Care,cc_078,078,Exquisite Dental Care (Dr. Reid),Exquisite Dental Care,300 N Washington St Suite 210,Alexandria,VA,22314,(571) 970-4103,exquisitedental@gmail.com,NA,Lauren,remove,remove,NOVA,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Donna Reid,DC,No,Lesley
E97F40FF-DD67-4DDB-BFF9-11D63F6D14DC,Berkshire Family Dental,cc_079,079,Berkshire Family Dental (Dr. Chehayeb),Berkshire Family Dental,"4201 Massachusetts Ave, NW Suite #1040C",Washington,DC,20016,(202) 244-3902,info@berkshirefamilydental.com,Karina,Nick,Open DC,Maura,DC,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Hassan Chehayeb,DC,Yes,Lesley
38497156-0F30-4FA3-88A2-9B882B10ACF4,Rapha Dental,cc_080,080,Rapha Dental LLC,Rapha Dental,700 Rt 130N Suite 204,Cinnaminson,NJ,08077,(856) 829-8668,DrHuh@Raphadentalllc.com. I  info@raphadentalllc.com,NA,Lauren,Lauren,Lauren,NJ,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Mark Huh,MID-ATL,No,Lesley
880FBFC6-66E9-4DA1-95F6-11876BAB8629,Dr. Robert Tartaglione,cc_111,111,Robert Tartaglione DDS (Dr. Tartaglione),"Robert Tartaglione, DDS",992 Mantua Pike Suite 101,"Woodbury Heights,",NJ,08097,(856) 845-7676,dr.tartaglione@comcast.net,Amy,Lauren,Lauren,Lauren,NJ,Mid Atlantic Region,Offboarding,NA,0.2,NA,0.25,NA,NA,Dr. Robert Tartaglione,North,No,Lesley
79BC7279-CF17-4EB1-AA37-72AF74186932,Authentic Smiles Family Dental,cc_082,082,Authentic Smiles Family Dental (Dr. Omar),Authentic Smiles Family Dental,1486 Blackwood Clementon Rd.,Clementon,NJ,08021,(856) 346-8868,barbsmiles8868@gmail.com - Amber's email ; asfdent@gmail.com - Dr's personal email,Barb/Amber,Lauren,Lauren,Lauren,NJ,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Mohamed Omar,MID-ATL,Yes,Lesley
FB88EEC8-FAF3-4E1A-A936-774129930AA4,Cattafesta Family & Cosmetic Dentistry,cc_083,083,Cattafesta Family & Cosmetic Dentistry (Dr. Cattafesta),Cattafesta Family & Cosmetic Dentistry,2579 John Milton Dr # 350,Herndon,VA,20171,(703) 214-3489,cattafestadds@gmail.com,Huda,Lesley,Angela,Angela,NOVA,Mid Atlantic Region,Offboarding,NA,0.2,NA,0.25,NA,NA,Dr. Michael Cattafesta,DC,No,Lesley
